"Name","Ret.Time.1","Area.1","Mark.1","Ret..Index.1","SI.1","CAS.1","Retention.Index.1","Replicate.1","Ret.Time.2","Area.2","Mark.2","Ret..Index.2","SI.2","CAS.2","Retention.Index.2","Replicate.2","Ret.Time.3","Area.3","Mark.3","Ret..Index.3","SI.3","CAS.3","Retention.Index.3","Replicate.3","Ret.Time.Avg","Max.Area","Ret.Time.SD","Ret.Time.Outlier"
"nonane, 2,5-dimethyl-",NA,18533501," V ",NA,NA,"17302 - 27 - 1",986,1,10.227,10166527," V ",NA,95,"17302 - 27 - 1",986,2,10.219,9050403," V ",NA,93,"17302 - 27 - 1",986,3,10.151,18533501,0.124771791683858,10.007
"3-ethyl-3-methylheptane",12.037,21257758,"SV ",NA,94,"17302 - 01 - 1",931,1,12.03,14571859,"SV ",NA,94,"17302 - 01 - 1",931,2,NA,9934087," V ",NA,NA,"17302 - 01 - 1",931,3,11.9496666666667,21257758,0.145245768727813,11.782
"3-ethyl-3-methylheptane",12.037,21257758,"SV ",NA,94,"17302 - 01 - 1",931,1,NA,16733752," V ",NA,NA,"17302 - 01 - 1",931,2,12.02,9713604," V ",NA,93,"17302 - 01 - 1",931,3,11.9503333333333,21257758,0.135655200170629,11.794
"decane, 3,7-dimethyl-",13.781,10167483," V ",NA,94,"17312 - 54 - 8",1086,1,13.779,6268742," V ",NA,94,"17312 - 54 - 8",1086,2,NA,103844,"   ",NA,NA,"17312 - 54 - 8",1086,3,18.527,10167483,8.22204524434158,28.021
"nonane, 5-(2-methylpropyl)-",NA,1914979," V ",NA,NA,"62185 - 53 - 9",1185,1,22.657,1056311," V ",NA,92,"62185 - 53 - 9",1185,2,22.329,773125," V ",NA,92,"62185 - 53 - 9",1185,3,18.8696666666667,1914979,6.27793989564517,11.623
"nonane, 5-(2-methylpropyl)-",11.623,1914979," V ",NA,93,"62185 - 53 - 9",1185,1,11.625,1077135," V ",NA,91,"62185 - 53 - 9",1185,2,NA,773125," V ",NA,NA,"62185 - 53 - 9",1185,3,15.1923333333333,1914979,6.18053471257409,22.329
"nonane, 5-(2-methylpropyl)-",NA,1914979," V ",NA,NA,"62185 - 53 - 9",1185,1,22.334,771561," V ",NA,91,"62185 - 53 - 9",1185,2,22.329,773125," V ",NA,92,"62185 - 53 - 9",1185,3,18.762,1914979,6.18255586307152,11.623
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.392,7342116,1.18732346056161,23.763
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1097971," V ",NA,NA,"544 - 76 - 3",1612,3,22.0206666666667,7342116,0.544158371554949,22.649
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1511665,"   ",NA,NA,"544 - 76 - 3",1612,3,21.8313333333333,7342116,0.216232128355925,22.081
"hexadecane",NA,7342116,"SV ",NA,NA,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,23.763,1500425,"   ",NA,93,"544 - 76 - 3",1612,3,23.077,7342116,1.18905298452172,21.704
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.391,7342116,1.18905298452172,23.764
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.7056666666667,7342116,1.0311684311175,23.764
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.5163333333333,7342116,1.09683012966153,23.764
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.5176666666667,7342116,1.09527272098475,23.763
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,NA,1483940,"   ",NA,NA,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,21.8316666666667,7342116,0.220259695208481,22.086
"hexadecane",21.704,7342116,"SV ",NA,93,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,1097971," V ",NA,NA,"544 - 76 - 3",1612,3,22.1463333333333,7342116,0.475380198718177,22.649
"hexadecane",NA,7342116,"SV ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,21.957,7342116,0.219118689298744,21.704
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.5173333333333,6918053,1.09461149881286,23.763
"hexadecane",NA,1584718,"   ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,21.8313333333333,7053619,0.21536093734318,22.08
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1097971," V ",NA,NA,"544 - 76 - 3",1612,3,22.146,6918053,0.473462775727935,22.649
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,NA,6918053,"SV ",NA,NA,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,21.9566666666667,6918053,0.214486207792793,21.709
"hexadecane",NA,1584718,"   ",NA,NA,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,23.763,1500425,"   ",NA,93,"544 - 76 - 3",1612,3,23.2023333333333,1584718,0.971969306785629,22.08
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.5163333333333,7053619,1.0966587132437,23.764
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.831,1584718,0.856625355683569,23.764
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.6416666666667,1584718,0.971969306785628,23.764
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.643,1584718,0.969953091649284,23.763
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,7053619,"SV ",NA,NA,"544 - 76 - 3",1612,3,21.957,7053619,0.218259020432146,21.705
"hexadecane",22.08,1584718,"   ",NA,93,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,1097971," V ",NA,NA,"544 - 76 - 3",1612,3,22.2716666666667,1584718,0.326794022793157,22.649
"hexadecane",23.759,1543411,"   ",NA,93,"544 - 76 - 3",1612,1,NA,6918053,"SV ",NA,NA,"544 - 76 - 3",1612,2,23.763,1500425,"   ",NA,93,"544 - 76 - 3",1612,3,23.077,6918053,1.18472444053459,21.709
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.391,7053619,1.18472444053459,23.759
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.7056666666667,6918053,1.02617412427586,23.759
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.5163333333333,6918053,1.09213613315069,23.759
"hexadecane",23.759,1543411,"   ",NA,93,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,NA,7053619,"SV ",NA,NA,"544 - 76 - 3",1612,3,23.076,7053619,1.18732346056161,21.705
"hexadecane",23.759,1543411,"   ",NA,93,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,NA,1097971," V ",NA,NA,"544 - 76 - 3",1612,3,23.3906666666667,1543411,0.642307039766289,22.649
"hexadecane",23.759,1543411,"   ",NA,93,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,NA,1511665,"   ",NA,NA,"544 - 76 - 3",1612,3,23.2013333333333,1543411,0.970240348229929,22.081
"hexadecane",23.759,1543411,"   ",NA,93,"544 - 76 - 3",1612,1,NA,1483940,"   ",NA,NA,"544 - 76 - 3",1612,2,23.763,1500425,"   ",NA,93,"544 - 76 - 3",1612,3,23.2026666666667,1543411,0.96706376901078,22.086
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.5166666666667,7053619,1.09262726184794,23.759
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.8313333333333,1543411,0.851273359934008,23.759
"hexadecane",NA,1543411,"   ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.642,1543411,0.967353606495578,23.759
"methyl isobutyl ketone",2.61,112867," V ",NA,92,"108 - 10 - 1",690,1,NA,3241110," V ",NA,NA,"108 - 10 - 1",690,2,2.609,62560,"   ",NA,91,"108 - 10 - 1",690,3,2.84066666666667,3241110,0.400392723876613,3.303
"heptadecane",20.173,2579993," V ",NA,92,"629 - 78 - 7",1711,1,20.178,2416223," V ",NA,90,"629 - 78 - 7",1711,2,NA,374351," V ",NA,NA,"629 - 78 - 7",1711,3,20.4043333333333,2579993,0.396358844146731,20.862
"heptadecane",20.173,2579993," V ",NA,92,"629 - 78 - 7",1711,1,NA,398382," V ",NA,NA,"629 - 78 - 7",1711,2,20.175,2455774," V ",NA,90,"629 - 78 - 7",1711,3,20.4053333333333,2579993,0.400682334690878,20.868
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.7073333333333,6918053,1.02819955909995,23.763
"hexadecane",NA,1112256," V ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.0213333333333,7053619,0.544444977324002,22.65
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,NA,6918053,"SV ",NA,NA,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.336,6918053,0.542998158376251,21.709
"hexadecane",NA,1112256," V ",NA,NA,"544 - 76 - 3",1612,1,21.709,6918053,"SV ",NA,93,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.1466666666667,6918053,0.473924396220888,22.65
"hexadecane",NA,1112256," V ",NA,NA,"544 - 76 - 3",1612,1,23.764,1434773," V ",NA,93,"544 - 76 - 3",1612,2,23.763,1500425,"   ",NA,93,"544 - 76 - 3",1612,3,23.3923333333333,1500425,0.642879719180295,22.65
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.7063333333333,7053619,1.03065529316709,23.764
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,23.021,1434773,0.643457069275021,23.764
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,NA,1434773," V ",NA,NA,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.8316666666667,1511665,0.856080798367381,23.764
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,NA,1500425,"   ",NA,NA,"544 - 76 - 3",1612,3,22.833,1500425,0.853345768138568,23.763
"hexadecane",NA,1112256," V ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,21.705,7053619,"SV ",NA,92,"544 - 76 - 3",1612,3,22.147,7053619,0.475444003011922,22.65
"hexadecane",22.65,1112256," V ",NA,92,"544 - 76 - 3",1612,1,NA,1483940,"   ",NA,NA,"544 - 76 - 3",1612,2,22.649,1097971," V ",NA,92,"544 - 76 - 3",1612,3,22.4616666666667,1483940,0.325337260905255,22.086
"hexadecane",NA,1112256," V ",NA,NA,"544 - 76 - 3",1612,1,22.086,1483940,"   ",NA,92,"544 - 76 - 3",1612,2,22.081,1511665,"   ",NA,91,"544 - 76 - 3",1612,3,22.2723333333333,1511665,0.327078481917312,22.65
"heptadecane",NA,467278," V ",NA,NA,"629 - 78 - 7",1711,1,20.178,2416223," V ",NA,90,"629 - 78 - 7",1711,2,20.175,2455774," V ",NA,90,"629 - 78 - 7",1711,3,20.4063333333333,2455774,0.398085836639955,20.866
"heptadecane",20.866,467278," V ",NA,91,"629 - 78 - 7",1711,1,20.868,398382," V ",NA,90,"629 - 78 - 7",1711,2,NA,2455774," V ",NA,NA,"629 - 78 - 7",1711,3,20.6363333333333,2455774,0.399527637759057,20.175
"dodecane, 4,6-dimethyl-",NA,855492," V ",NA,NA,"61141 - 72 - 8",1285,1,20.72,1892239," V ",NA,96,"61141 - 72 - 8",1285,2,20.716,1806454," V ",NA,96,"61141 - 72 - 8",1285,3,21.256,1892239,0.931845480753113,22.332
"dodecane, 4,6-dimethyl-",22.332,855492," V ",NA,91,"61141 - 72 - 8",1285,1,20.72,1892239," V ",NA,96,"61141 - 72 - 8",1285,2,NA,405741," V ",NA,NA,"61141 - 72 - 8",1285,3,22.4106666666667,1892239,1.73134090615723,24.18
"3-ethyl-3-methylheptane",NA,31005746," V ",NA,NA,"17302 - 01 - 1",931,1,12.03,14571859,"SV ",NA,94,"17302 - 01 - 1",931,2,12.02,9713604," V ",NA,93,"17302 - 01 - 1",931,3,11.9543333333333,31005746,0.122500340135582,11.813
"dodecane, 4,6-dimethyl-",NA,392486,"   ",NA,NA,"61141 - 72 - 8",1285,1,20.72,1892239," V ",NA,96,"61141 - 72 - 8",1285,2,20.716,1806454," V ",NA,96,"61141 - 72 - 8",1285,3,21.8713333333333,1892239,1.99763293258129,24.178
"sulfurous acid, 2-ethylhexyl isohexyl ester",27.794,218011," V ",NA,90,"0 - 00 - 0",1908,1,NA,146812,"   ",NA,NA,"0 - 00 - 0",1908,2,27.795,240743," V ",NA,90,"0 - 00 - 0",1908,3,28.351,240743,0.963886404095419,29.464
"sulfurous acid, 2-ethylhexyl isohexyl ester",27.794,218011," V ",NA,90,"0 - 00 - 0",1908,1,NA,86563," V ",NA,NA,"0 - 00 - 0",1908,2,27.795,240743," V ",NA,90,"0 - 00 - 0",1908,3,28.272,240743,0.827054411752939,29.227
"dodecane, 4,6-dimethyl-",NA,233880," V ",NA,NA,"61141 - 72 - 8",1285,1,20.72,1892239," V ",NA,96,"61141 - 72 - 8",1285,2,20.716,1806454," V ",NA,96,"61141 - 72 - 8",1285,3,20.3983333333333,1892239,0.553682520342961,19.759
"2 4-dimethyl-heptane",3.892,17062116,"SV ",NA,98,"0 - 00 - 0",0,1,3.905,9240522," V ",NA,97,"0 - 00 - 0",0,2,NA,NA,NA,NA,NA,NA,NA,NA,3.8985,17062116,0.00919238815542505,NA
"3-octen-2-one",10.98,5438977," V ",NA,95,"1669 - 44 - 9",960,1,10.985,3890559," V ",NA,95,"1669 - 44 - 9",960,2,NA,NA,NA,NA,NA,NA,NA,NA,10.9825,5438977,0.00353553390593203,NA
"tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",6.566,493926,"   ",NA,92,"508 - 32 - 7",729,1,6.575,390687,"   ",NA,92,"508 - 32 - 7",729,2,NA,NA,NA,NA,NA,NA,NA,NA,6.5705,493926,0.00636396103067917,NA
"undecane, 5-methyl-",12.555,107245,"T  ",NA,91,"1632 - 70 - 8",1150,1,NA,NA,NA,NA,NA,NA,NA,NA,13.774,4473859," V ",NA,93,"1632 - 70 - 8",1150,3,13.1645,4473859,0.861963166266401,NA
"undecane, 2,6-dimethyl-",18.928,4695770," V ",NA,91,"17301 - 23 - 4",1185,1,18.929,4348016," V ",NA,90,"17301 - 23 - 4",1185,2,NA,NA,NA,NA,NA,NA,NA,NA,18.9285,4695770,0.0007071067811849,NA
"acetoin",NA,NA,NA,NA,NA,NA,NA,NA,2.377,2046723," V ",NA,97,"513 - 86 - 0",717,2,2.372,2236032," V ",NA,98,"513 - 86 - 0",717,3,2.3745,2236032,0.00353553390593266,NA
"propanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,2.423,1016653," V ",NA,96,"79 - 09 - 4",676,2,2.428,1311872," V ",NA,98,"79 - 09 - 4",676,3,2.4255,1311872,0.00353553390593266,NA
"pentanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,6.22,1072409," V ",NA,96,"0 - 00 - 0",0,2,6.217,1792610," V ",NA,91,"109 - 52 - 4",875,3,6.2185,1792610,0.00212132034355972,NA
"pentanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,6.22,1072409," V ",NA,96,"0 - 00 - 0",0,2,10.892,4545753," V ",NA,91,"0 - 00 - 0",0,3,8.556,4545753,3.30360288170355,NA
"1-heptanol",NA,NA,NA,NA,NA,NA,NA,NA,8.369,7480088," V ",NA,95,"111 - 70 - 6",960,2,8.373,7296688," V ",NA,97,"0 - 00 - 0",0,3,8.371,7480088,0.00282842712474588,NA
"undecane",NA,NA,NA,NA,NA,NA,NA,NA,9.485,7932464," V ",NA,94,"1120 - 21 - 4",1115,2,9.474,4426457," V ",NA,94,"1120 - 21 - 4",1115,3,9.4795,7932464,0.00777817459305148,NA
"bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1s)-",NA,NA,NA,NA,NA,NA,NA,NA,8.506,23825503," V ",NA,93,"18172 - 67 - 3",943,2,8.496,19405103," V ",NA,93,"18172 - 67 - 3",943,3,8.501,23825503,0.00707106781186532,NA
"decane, 5-methyl-",NA,NA,NA,NA,NA,NA,NA,NA,10.002,12464165," V ",NA,93,"13151 - 35 - 4",1051,2,9.993,10537835," V ",NA,93,"13151 - 35 - 4",1051,3,9.9975,12464165,0.00636396103067917,NA
"1,7,7-trimethylbicyclo[2.2.1]hept-5-en-2-ol",NA,NA,NA,NA,NA,NA,NA,NA,14.81,4733552," V ",NA,93,"0 - 00 - 0",1120,2,14.806,5471037," V ",NA,94,"0 - 00 - 0",1120,3,14.808,5471037,0.00282842712474713,NA
"octanal",NA,NA,NA,NA,NA,NA,NA,NA,9.552,11359514," V ",NA,92,"124 - 13 - 0",1005,2,9.549,12937332," V ",NA,94,"124 - 13 - 0",1005,3,9.5505,12937332,0.00212132034355972,NA
"pentanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,10.92,2557647," V ",NA,92,"109 - 52 - 4",875,2,6.217,1792610," V ",NA,91,"109 - 52 - 4",875,3,8.5685,2557647,3.32552319192033,NA
"pentanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,10.92,2557647," V ",NA,92,"109 - 52 - 4",875,2,10.892,4545753," V ",NA,91,"0 - 00 - 0",0,3,10.906,4545753,0.0197989898732237,NA
"1-octyl trifluoroacetate",NA,NA,NA,NA,NA,NA,NA,NA,12.685,5245367," V ",NA,91,"2561 - 21 - 9",1017,2,12.688,4615636," V ",NA,93,"2561 - 21 - 9",1017,3,12.6865,5245367,0.00212132034355972,NA
"2-butanone",NA,NA,NA,NA,NA,NA,NA,NA,1.617,5508189,"   ",NA,90,"78 - 93 - 3",555,2,1.605,4247946,"   ",NA,91,"78 - 93 - 3",555,3,1.611,5508189,0.00848528137423858,NA
"hexanoic acid, methyl ester",NA,NA,NA,NA,NA,NA,NA,NA,6.632,673693," V ",NA,90,"106 - 70 - 7",884,2,6.622,533563," V ",NA,94,"106 - 70 - 7",884,3,6.627,673693,0.00707106781186532,NA
"2(3h)-furanone, 5-ethyldihydro-",NA,NA,NA,NA,NA,NA,NA,NA,11.458,3834928," V ",NA,90,"695 - 06 - 7",986,2,11.46,3752480," V ",NA,94,"695 - 06 - 7",986,3,11.459,3834928,0.00141421356237357,NA
